Zin;Context;;;
Ik heb echt geen zin om dit nog een keer te zeggen.;Waarschuwingen;;;
Ik meen het serieus.;Waarschuwingen;;;
Ik wil dat je nu stopt met zeuren.;Waarschuwingen;;;
Ik wil niet dat je dat doet.;Waarschuwingen;;;
Jij bent nu echt te ver gegaan.;Waarschuwingen;;;
Kijk waar je loopt.;Waarschuwingen;;;
Laat dat los, dat is niet van jou.;Waarschuwingen;;;
Mama en papa bepalen dat.;Waarschuwingen;;;
Niet aan de stopcontacten zitten.;Waarschuwingen;;;
Niet zomaar dingen aanraken.;Waarschuwingen;;;
Nu is het genoeg geweest.;Waarschuwingen;;;
Pas op dat je niet valt.;Waarschuwingen;;;
Pas op met de schaar.;Waarschuwingen;;;
Stop met schoppen.;Waarschuwingen;;;
Stop met schreeuwen.;Waarschuwingen;;;
Wil je even stil zijn?;Waarschuwingen;;;
Wil je normaal doen?;Waarschuwingen;;;
Wil je nu alsjeblieft luisteren?;Waarschuwingen;;;
Zo is het niet leuk meer.;Waarschuwingen;;;
Nee is nee.;Waarschuwingen;;;
Nee betekent ook echt nee.;Waarschuwingen;;;
Papa zegt nee, dus het is nee.;Waarschuwingen;;;
De wekker is gegaan, tijd om op te staan.;Wakker worden & opstaan;;;
Even rustig wakker worden.;Wakker worden & opstaan;;;
Het is al ochtend, opstaan!;Wakker worden & opstaan;;;
Hup, hup, het is tijd om uit bed te komen.;Wakker worden & opstaan;;;
Ik kom je zo uit bed halen.;Wakker worden & opstaan;;;
Kom je zelf uit bed of moet ik je helpen?;Wakker worden & opstaan;;;
Tijd om de pyjama uit te doen en kleren aan te trekken.;Wakker worden & opstaan;;;
Wat een slaperige oogjes heb jij!;Wakker worden & opstaan;;;
Wat heb jij lekker geslapen zeg!;Wakker worden & opstaan;;;
Wil je eerst aankleden of eerst ontbijten?;Wakker worden & opstaan;;;
Wil je nog heel even blijven liggen?;Wakker worden & opstaan;;;
De zon is alweer op.;Wakker worden & opstaan;;;
Ga nog maar een uurtje slapen.;Wakker worden & opstaan;;;
Het is al licht buiten.;Wakker worden & opstaan;;;
Het is nog veel te vroeg.;Wakker worden & opstaan;;;
Het is nog vroeg.;Wakker worden & opstaan;;;
Kijk, er is weer een nieuwe dag.;Wakker worden & opstaan;;;
Laat mama maar lekker slapen.;Wakker worden & opstaan;;;
Laten we opstaan.;Wakker worden & opstaan;;;
Sssst, ga nog maar even slapen.;Wakker worden & opstaan;;;
Wat heb je allemaal meegemaakt in je dromen?;Wakker worden & opstaan;;;
Wel een beetje stil zijn voor mama, maak haar niet wakker.;Wakker worden & opstaan;;;
Wil je daarna misschien weer slapen?;Wakker worden & opstaan;;;
Aha, ik zie nog een vieze plek! Even goed wassen.;Wassen & hygiëne;;;
Daar zit nog zeep, spoel het maar goed af.;Wassen & hygiëne;;;
Dat kriebelt een beetje, hè?;Wassen & hygiëne;;;
Dit doekje is lekker warm.;Wassen & hygiëne;;;
Doe je handen maar onder de kraan.;Wassen & hygiëne;;;
Even goed wrijven, dan worden je handjes helemaal schoon.;Wassen & hygiëne;;;
Even op je tenen staan, dan kan je bij de kraan.;Wassen & hygiëne;;;
Ga maar lekker in het warme water zitten.;Wassen & hygiëne;;;
Hier, een washandje voor je gezicht.;Wassen & hygiëne;;;
Je hebt tandpasta rond je mond, even schoonmaken!;Wassen & hygiëne;;;
Knijp maar een beetje shampoo op je hand.;Wassen & hygiëne;;;
Laat me even voelen of je handen helemaal droog zijn.;Wassen & hygiëne;;;
Mama wast je haren snel, dan ben je zo klaar.;Wassen & hygiëne;;;
Oh oh, je hebt nog zeep in je oren!;Wassen & hygiëne;;;
Ruik eens hoe lekker deze zeep ruikt!;Wassen & hygiëne;;;
Wat een boel schuim!;Wassen & hygiëne;;;
Wil je lekker veel schuim in bad?;Wassen & hygiëne;;;
Zal ik je helpen je haren goed uit te spoelen?;Wassen & hygiëne;;;
Even een doekje over je gezicht.;Wassen & hygiëne;;;
Even je plakhandjes wassen.;Wassen & hygiëne;;;
Even onder je okseltjes.;Wassen & hygiëne;;;
Het is even koud, maar je mag lekker in de handdoek.;Wassen & hygiëne;;;
het moet wel even schoon worden.;Wassen & hygiëne;;;
hup, hup, hup, even snel.;Wassen & hygiëne;;;
Kleine viespeuk. (liefkozend);Wassen & hygiëne;;;
kom, we gaan even naar de badkamer;Wassen & hygiëne;;;
Laten we jouw vieze handjes maar eens even schoonmaken.;Wassen & hygiëne;;;
Washandje erbij.;Wassen & hygiëne;;;
wauw, kijk Bobby, een badje voor jou.  (zie filmpje Tobias voor naamgebaar van Bobby);Wassen & hygiëne;;;
we blijven even in de badkamer, dan kan je al een beetje opdrogen.;Wassen & hygiëne;;;
We gaan weer uit het badje.;Wassen & hygiëne;;;
Zullen we jou eens even lekker droog maken?;Wassen & hygiëne;;;
We gaan jou eerst even helemaal uitkleden.;wassen & hygiëne, Aankleden & Uitkleden;;;
Je mag even in je nakie.;wassen & hygiëne, Aankleden & Uitkleden;;;
Dit siroopje helpt tegen de hoest.;Ziek zijn;;;
Even rustig aan vandaag.;Ziek zijn;;;
Hand voor je mond als je hoest.;Ziek zijn;;;
Je bent een beetje grieperig.;Ziek zijn;;;
Je hebt een snotneus, pak maar een zakdoekje.;Ziek zijn;;;
Je lichaam is een beetje moe.;Ziek zijn;;;
Je voorhoofd voelt een beetje warm aan.;Ziek zijn;;;
Je ziet een beetje bleek, lieverd.;Ziek zijn;;;
Kijk, dit is een zetpil, die helpt snel.;Ziek zijn;;;
Moet je spugen? Dan pakken we een emmertje.;Ziek zijn;;;
We blijven vandaag lekker thuis.;Ziek zijn;;;
We doen even een thermometer onder je arm.;Ziek zijn;;;
Wil je iets eten, of nog even niet?;Ziek zijn;;;
ben je zo verkouden?;Ziek zijn;;;
Heb je buikpijn?;Ziek zijn;;;
heb je ergens pijn?;Ziek zijn;;;
Het duurt maar heel eventjes.;Ziek zijn;;;
het is even niet leuk, maar het wordt wel beter.;Ziek zijn;;;
Het is wel goed voor je.;Ziek zijn;;;
Het moet even beter worden.;Ziek zijn;;;
het spijt me.;Ziek zijn;;;
Ik wil je helpen. ;Ziek zijn;;;
ja, het is ook niet fijn.;Ziek zijn;;;
ja, ik weet het, schatje. ;Ziek zijn;;;
Ja, je voelt je niet lekker.;Ziek zijn;;;
oh, sorry schatje, het spijt me, maar het moet echt even.;Ziek zijn;;;
oh, we gaan even kijken of je koorts hebt. ;Ziek zijn;;;
Ontspan maar.;Ziek zijn;;;
Je voelt je misselijk, we blijven even rustig zitten.;Ziek zijn;;;
Als je moet overgeven, pak ik een bakje voor je.;Ziek zijn;;;
Als je iets niet fijn vindt, mag je dat altijd zeggen.;Ziekenhuis;;;
Je mag zelf aangeven als je iets niet begrijpt.;Ziekenhuis;;;
Kijk, dit pilletje is heel klein, en het helpt tegen de pijn.;Ziekenhuis;;;
Voel maar even aan de zalf, het is zacht en niet eng.;Ziekenhuis;;;
Wil je dat ik erbij blijf?;Ziekenhuis;;;
De verpleger gaat je heel goed verzorgen.;Ziekenhuis;;;
Je mag het zeggen als je iets spannend vindt.;Ziekenhuis, emoties;;;
Als je het koud krijgt, dan zeg je het even.;Zwembad;;;
De glijbaan is glad, goed zitten en dan glijden!;Zwembad;;;
Dit bad is ondiep, hier kun je staan.;Zwembad;;;
Doe even je handdoek om, je bibbert een beetje.;Zwembad;;;
Doe je ogen dicht als je onder water gaat.;Zwembad;;;
Even wachten op papa voordat je erin gaat.;Zwembad;;;
Het water is een beetje koud hè?;Zwembad;;;
Kijk goed of er iemand aankomt voordat je in het water springt.;Zwembad;;;
Kijk, daar is de glijbaan! Wil je er vanaf?;Zwembad;;;
Niet te wild spetteren bij andere kindjes.;Zwembad;;;
Probeer maar te drijven, ik houd je vast.;Zwembad;;;
We doen je zwemluier om.;Zwembad;;;
We gaan je badpak uitdoen en droge kleren aantrekken.;Zwembad;;;
We gaan nu douchen en afdrogen.;Zwembad;;;
Wil je via het trapje het water in?;Zwembad;;;
Doe je zwemband maar om je buik, dan blijf je drijven.;Zwembad;;;
